,unit,age,sex,geo,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
645,PC,Y_GE15,M,UKG1,4.3,7.4,7.5,6.7,5.7,5.9,4.1,2.7,3.4,2.8,3.3,3.3
646,PC,Y_GE15,M,UKG2,5.0,8.3,8.7,8.5,7.0,6.8,5.7,4.7,4.4,4.3,3.4,3.4
647,PC,Y_GE15,M,UKG3,10.7,15.5,12.3,12.0,12.0,13.0,10.8,8.6,7.2,7.3,6.4,5.9
648,PC,Y_GE15,M,UKH1,4.7,6.4,7.4,6.9,7.0,7.0,5.2,4.2,3.8,4.2,3.5,3.0
649,PC,Y_GE15,M,UKH2,5.2,6.8,6.0,6.6,6.1,5.1,5.0,4.8,4.1,3.8,2.5,2.7
650,PC,Y_GE15,M,UKH3,5.4,6.5,7.3,7.2,7.5,6.3,6.1,4.3,3.3,4.2,2.8,3.0
651,PC,Y_GE15,M,UKI1,7.7,9.2,,,,,,,,,,
652,PC,Y_GE15,M,UKI2,6.7,8.7,,,,,,,,,,
653,PC,Y_GE15,M,UKI3,,,7.6,7.1,7.9,7.2,6.6,5.2,4.3,4.3,5.1,3.2
654,PC,Y_GE15,M,UKI4,,,10.6,12.1,10.8,9.6,7.7,7.2,6.0,5.1,3.9,4.1
655,PC,Y_GE15,M,UKI5,,,10.0,11.3,9.0,9.2,6.1,6.0,5.4,5.1,4.4,4.9
656,PC,Y_GE15,M,UKI6,,,7.8,8.2,7.7,7.6,5.1,4.0,4.3,5.3,4.9,3.7
657,PC,Y_GE15,M,UKI7,,,9.0,8.9,8.2,8.0,6.1,5.7,5.0,4.6,4.9,6.3
658,PC,Y_GE15,M,UKJ1,4.2,6.0,6.1,4.7,5.1,5.6,3.7,3.2,2.5,2.9,2.6,2.7
659,PC,Y_GE15,M,UKJ2,4.6,6.2,5.0,5.6,5.5,5.4,4.4,3.9,3.5,3.1,3.5,3.0
660,PC,Y_GE15,M,UKJ3,3.6,5.2,7.4,6.8,6.3,5.9,4.2,4.3,3.2,3.0,2.9,3.1
661,PC,Y_GE15,M,UKJ4,5.4,8.8,9.2,8.1,8.1,8.2,5.6,4.6,4.8,3.6,4.2,4.3
662,PC,Y_GE15,M,UKK1,4.0,6.5,5.5,7.1,6.7,6.7,5.1,3.8,4.0,3.7,2.7,2.8
663,PC,Y_GE15,M,UKK2,4.5,7.6,5.8,5.9,5.9,6.0,5.7,3.7,3.9,2.9,2.9,1.8
664,PC,Y_GE15,M,UKK3,5.6,5.4,7.3,6.9,7.0,6.3,5.0,5.0,4.0,,,
665,PC,Y_GE15,M,UKK4,4.5,8.2,7.6,7.8,5.5,7.7,4.8,2.7,3.5,3.4,3.7,3.9
666,PC,Y_GE15,M,UKL1,6.9,10.8,10.8,11.9,9.7,8.4,8.1,7.2,5.5,4.8,5.3,4.3
667,PC,Y_GE15,M,UKL2,6.1,7.6,8.8,8.0,7.3,7.5,6.5,6.6,4.2,4.7,3.1,3.2
668,PC,Y_GE15,M,UKM2,5.2,8.5,8.6,9.4,7.6,,,,,,,
669,PC,Y_GE15,M,UKM3,6.1,9.5,12.1,10.3,10.1,,,,,,,
670,PC,Y_GE15,M,UKM5,3.0,3.0,3.2,4.3,4.5,4.0,3.4,3.4,5.2,4.5,4.2,
671,PC,Y_GE15,M,UKM6,,3.8,8.2,7.1,10.4,6.4,5.5,,,,,
672,PC,Y_GE15,M,UKM7,,,,,,7.9,6.5,6.3,5.6,4.3,4.0,3.4
673,PC,Y_GE15,M,UKM8,,,,,,8.9,9.1,8.1,5.6,4.9,5.6,5.5
674,PC,Y_GE15,M,UKM9,,,,,,8.2,6.2,7.0,7.5,5.3,4.1,3.3
675,PC,Y_GE15,M,UKN0,5.8,8.2,9.3,8.9,9.3,9.5,7.8,6.9,6.8,5.8,4.6,2.9
676,PC,Y_GE15,T,AT11,4.2,5.0,4.0,3.8,4.6,4.3,4.8,5.2,5.7,5.2,4.2,3.6
677,PC,Y_GE15,T,AT12,3.7,4.7,3.9,4.5,4.6,5.0,5.1,5.2,5.2,4.8,3.8,4.0
678,PC,Y_GE15,T,AT13,7.3,8.7,8.3,8.0,8.9,9.2,10.2,10.6,11.3,10.4,10.0,9.3
679,PC,Y_GE15,T,AT21,3.6,4.6,4.3,4.3,5.0,5.5,6.0,6.1,5.4,4.8,4.1,3.8
680,PC,Y_GE15,T,AT22,3.8,5.0,4.5,3.6,4.0,4.7,4.9,4.7,5.1,4.5,4.0,3.2
681,PC,Y_GE15,T,AT31,2.7,4.2,3.9,3.4,3.3,4.3,4.0,4.1,4.4,3.9,3.2,2.9
682,PC,Y_GE15,T,AT32,2.8,3.6,3.2,2.9,2.9,3.2,3.5,3.5,3.4,3.1,2.8,2.4
683,PC,Y_GE15,T,AT33,2.6,3.3,3.2,2.7,2.8,3.1,3.2,3.0,3.5,3.3,2.4,2.1
684,PC,Y_GE15,T,AT34,4.1,5.6,4.6,4.1,4.0,3.6,3.4,3.5,3.4,3.7,3.3,3.2
685,PC,Y_GE15,T,BE10,15.9,15.7,17.3,16.9,17.4,19.2,18.3,17.3,16.7,14.8,13.2,12.6
686,PC,Y_GE15,T,BE21,4.6,5.7,6.0,5.7,5.3,6.2,6.1,6.1,6.1,5.9,4.3,3.6
687,PC,Y_GE15,T,BE22,4.4,5.4,5.3,4.6,4.7,5.5,5.6,6.0,4.8,4.1,3.8,3.6
688,PC,Y_GE15,T,BE23,3.6,4.2,5.2,3.8,4.1,4.0,4.3,4.4,4.2,3.4,2.7,2.9
689,PC,Y_GE15,T,BE24,4.2,4.9,4.8,3.5,4.4,5.5,5.0,5.1,4.8,4.7,3.6,3.6
690,PC,Y_GE15,T,BE25,2.7,4.3,3.8,3.2,3.9,3.9,4.2,4.2,3.7,3.2,2.6,2.5
691,PC,Y_GE15,T,BE31,6.5,6.9,8.3,6.7,7.0,8.2,8.8,7.8,7.9,7.5,6.9,5.5
692,PC,Y_GE15,T,BE32,11.6,13.2,13.9,11.7,12.1,13.2,14.4,13.3,11.8,11.4,9.9,8.6
693,PC,Y_GE15,T,BE33,10.5,12.1,11.5,9.5,10.7,11.7,12.3,12.8,11.1,10.5,8.2,6.7
694,PC,Y_GE15,T,BE34,7.7,7.4,7.5,6.2,7.6,7.9,8.5,9.3,7.8,6.7,5.4,5.4
695,PC,Y_GE15,T,BE35,8.8,9.4,9.6,8.0,7.3,10.4,8.9,10.9,9.7,7.4,8.5,7.0
696,PC,Y_GE15,T,BG31,7.1,8.0,11.2,12.8,12.3,14.0,14.2,12.1,10.6,11.3,11.2,10.8
697,PC,Y_GE15,T,BG32,8.5,8.4,11.6,12.8,14.3,15.3,13.2,10.6,9.3,6.9,6.7,5.1
698,PC,Y_GE15,T,BG33,8.6,10.4,14.6,15.4,18.2,16.8,12.6,10.3,9.7,9.4,7.4,5.9
699,PC,Y_GE15,T,BG34,5.8,6.6,10.5,11.5,11.9,13.0,11.9,10.4,7.9,7.0,5.4,4.0
700,PC,Y_GE15,T,BG41,2.9,4.1,6.9,7.5,8.2,9.8,8.9,6.7,5.4,3.3,2.6,2.3
701,PC,Y_GE15,T,BG42,5.1,7.3,11.5,12.9,13.8,13.5,12.0,9.2,7.1,5.2,4.2,3.0
702,PC,Y_GE15,T,CH01,4.6,5.9,7.2,7.1,7.1,7.4,7.5,7.5,7.6,7.8,7.5,7.5
703,PC,Y_GE15,T,CH02,3.3,3.6,4.5,3.8,3.9,4.1,4.5,4.4,4.6,4.2,4.3,3.8
704,PC,Y_GE15,T,CH03,3.1,4.5,4.7,4.2,4.5,4.4,4.6,4.3,4.9,4.4,4.2,3.5
705,PC,Y_GE15,T,CH04,3.1,3.8,4.4,4.0,3.8,4.4,4.1,4.1,3.9,4.4,4.3,4.0
706,PC,Y_GE15,T,CH05,2.7,3.4,3.8,3.6,3.5,3.9,3.5,3.9,4.0,3.7,3.6,3.4
707,PC,Y_GE15,T,CH06,2.3,2.7,3.1,2.6,2.8,2.8,3.7,3.4,3.4,2.9,2.9,2.7
708,PC,Y_GE15,T,CH07,5.0,5.1,5.9,6.0,7.4,7.7,7.1,6.9,6.9,6.0,6.6,6.8
709,PC,Y_GE15,T,CY00,3.7,5.4,6.3,7.9,11.8,15.9,16.1,14.9,12.9,11.1,8.4,7.1
710,PC,Y_GE15,T,CZ01,1.9,3.1,3.7,3.6,3.1,3.1,2.5,2.8,2.2,1.7,1.3,1.3
711,PC,Y_GE15,T,CZ02,2.6,4.4,5.2,5.1,4.6,5.2,5.1,3.5,3.1,2.1,2.0,1.3
712,PC,Y_GE15,T,CZ03,3.1,5.2,5.6,5.3,5.3,5.2,5.5,3.9,3.1,2.1,1.5,1.5
713,PC,Y_GE15,T,CZ04,7.8,10.3,11.1,9.5,10.7,9.6,8.7,7.3,5.2,3.4,3.4,3.0
714,PC,Y_GE15,T,CZ05,4.0,7.3,7.0,6.6,8.0,8.3,6.3,5.2,4.0,2.8,2.0,1.7
715,PC,Y_GE15,T,CZ06,4.0,6.5,7.5,7.2,7.6,6.8,5.9,4.9,3.7,3.1,2.3,1.9
716,PC,Y_GE15,T,CZ07,4.9,7.5,8.8,7.6,7.5,8.0,6.9,5.3,3.9,3.3,2.2,2.2
717,PC,Y_GE15,T,CZ08,7.4,9.7,10.2,9.3,9.5,9.9,8.6,8.1,6.9,4.7,3.7,3.7
718,PC,Y_GE15,T,DE11,4.3,5.3,5.0,3.6,3.4,3.6,3.1,3.3,3.3,3.0,2.3,2.4
719,PC,Y_GE15,T,DE12,4.8,5.6,5.2,4.2,4.0,3.6,3.5,3.3,3.1,3.3,2.9,2.8
720,PC,Y_GE15,T,DE13,3.8,4.4,3.9,3.0,2.8,2.9,3.0,2.5,3.0,2.9,2.6,2.1
721,PC,Y_GE15,T,DE14,3.8,5.0,4.5,3.1,2.7,2.9,2.6,3.0,2.6,2.2,1.9,1.9
722,PC,Y_GE15,T,DE21,3.4,4.2,3.6,2.7,2.7,2.5,2.5,2.7,2.4,2.2,2.3,1.9
723,PC,Y_GE15,T,DE22,4.2,5.0,3.9,2.8,3.3,3.2,2.8,2.5,2.1,2.1,2.0,2.0
724,PC,Y_GE15,T,DE23,4.2,5.0,4.0,3.4,3.2,3.4,2.7,2.7,2.8,2.2,1.9,2.2
725,PC,Y_GE15,T,DE24,6.2,6.7,5.9,4.2,3.3,3.9,4.0,3.8,3.3,3.0,2.3,2.3
726,PC,Y_GE15,T,DE25,5.5,6.4,5.5,4.0,3.7,3.1,3.1,3.0,2.5,2.1,1.8,2.1
727,PC,Y_GE15,T,DE26,4.4,5.7,5.1,3.5,3.4,3.3,2.9,3.0,2.5,2.3,2.0,2.0
728,PC,Y_GE15,T,DE27,4.1,4.7,4.2,3.4,3.2,3.3,3.0,3.0,2.7,2.6,2.4,2.2
729,PC,Y_GE15,T,DE30,15.2,13.7,12.8,11.6,10.4,10.4,9.8,9.4,7.8,7.0,6.1,5.3
730,PC,Y_GE15,T,DE40,11.5,11.3,9.8,8.8,8.2,7.3,6.7,5.7,4.6,4.5,4.1,3.4
731,PC,Y_GE15,T,DE50,9.6,9.1,7.9,7.7,6.6,7.0,6.6,5.6,5.3,4.3,4.3,5.1
732,PC,Y_GE15,T,DE60,7.1,7.2,7.0,5.3,5.3,4.7,5.0,4.3,4.1,4.2,4.1,3.6
733,PC,Y_GE15,T,DE71,6.1,6.3,5.8,4.7,4.8,4.3,4.5,4.1,4.0,3.5,3.1,3.1
734,PC,Y_GE15,T,DE72,6.6,6.7,6.0,5.1,5.0,4.5,4.5,3.8,4.0,3.6,3.6,3.3
735,PC,Y_GE15,T,DE73,7.5,6.6,6.0,4.4,4.5,4.3,4.4,3.6,3.7,2.5,2.9,2.8
736,PC,Y_GE15,T,DE80,14.7,13.9,12.3,10.1,10.8,10.0,9.6,7.8,6.3,5.1,4.8,4.0
737,PC,Y_GE15,T,DE91,8.7,8.5,7.1,6.2,5.5,6.2,5.5,4.9,4.6,4.4,4.0,3.3
738,PC,Y_GE15,T,DE92,7.6,7.9,7.0,6.7,5.4,5.4,5.2,4.7,4.7,4.5,4.1,3.5
739,PC,Y_GE15,T,DE93,6.3,5.4,5.7,5.3,4.4,4.3,4.0,3.5,3.3,3.4,2.4,2.6
740,PC,Y_GE15,T,DE94,6.2,5.9,5.9,4.2,4.3,4.0,4.1,3.9,3.6,3.0,2.7,2.9
741,PC,Y_GE15,T,DEA1,7.4,7.7,7.6,6.7,6.5,6.3,6.3,5.9,4.9,4.3,4.3,3.8
742,PC,Y_GE15,T,DEA2,7.0,7.1,7.0,6.0,5.4,5.8,5.3,4.8,3.9,3.7,3.6,3.4
743,PC,Y_GE15,T,DEA3,6.4,7.3,6.6,5.3,4.9,5.1,4.9,4.4,4.3,3.9,3.6,3.4
744,PC,Y_GE15,T,DEA4,7.2,7.7,7.0,5.5,4.7,5.0,5.0,4.7,4.1,3.9,3.2,3.0
745,PC,Y_GE15,T,DEA5,8.7,9.2,8.2,7.1,6.6,6.5,5.7,5.7,5.0,4.6,4.0,3.9
746,PC,Y_GE15,T,DEB1,5.8,6.7,5.1,4.4,4.0,3.8,4.0,3.4,3.4,3.1,2.7,2.2
747,PC,Y_GE15,T,DEB2,5.2,4.6,4.1,4.1,2.7,3.0,3.0,2.9,2.7,2.0,2.5,2.0
748,PC,Y_GE15,T,DEB3,5.7,5.8,6.0,5.2,4.3,4.4,3.9,4.1,4.1,3.8,3.5,3.3
749,PC,Y_GE15,T,DEC0,7.1,8.4,6.9,5.8,6.2,5.9,5.8,5.6,4.8,4.5,3.6,3.7
750,PC,Y_GE15,T,DED2,12.3,12.0,10.3,8.6,7.5,7.2,7.4,6.2,4.9,4.3,4.0,3.5
751,PC,Y_GE15,T,DED4,12.7,12.5,11.5,8.8,7.9,7.4,6.3,5.4,4.4,4.1,3.4,3.7
752,PC,Y_GE15,T,DED5,14.3,13.1,12.1,11.1,9.5,9.2,8.3,7.7,6.0,5.1,4.7,4.7
753,PC,Y_GE15,T,DEE0,14.5,13.7,11.4,10.4,9.5,9.1,8.8,8.0,7.4,6.9,5.3,4.6
754,PC,Y_GE15,T,DEF0,6.8,7.3,6.6,5.8,5.0,4.9,4.6,4.2,4.0,3.6,3.1,2.9
755,PC,Y_GE15,T,DEG0,10.7,10.7,8.6,7.6,7.2,6.0,6.0,5.8,5.1,4.4,4.1,3.7
756,PC,Y_GE15,T,DK01,3.9,6.5,8.0,8.3,8.4,7.7,7.5,6.8,6.2,6.2,5.4,5.1
757,PC,Y_GE15,T,DK02,3.5,5.6,7.1,7.4,6.7,7.3,6.6,6.0,6.2,5.6,5.2,4.9
758,PC,Y_GE15,T,DK03,3.6,6.5,8.0,7.7,8.0,7.7,7.0,6.2,6.1,6.1,4.9,4.8
759,PC,Y_GE15,T,DK04,3.5,6.2,7.6,7.1,7.2,6.9,6.3,5.7,5.4,5.4,4.7,4.9
760,PC,Y_GE15,T,DK05,3.8,7.4,7.7,8.1,8.2,6.9,6.9,6.4,6.0,5.6,5.5,5.8
761,PC,Y_GE15,T,EE00,5.5,13.5,16.7,12.3,10.0,8.6,7.4,6.2,6.8,5.8,5.4,4.4
762,PC,Y_GE15,T,EL30,6.7,9.1,12.6,18.0,25.8,28.7,27.3,25.2,23.0,21.6,19.9,16.9
763,PC,Y_GE15,T,EL41,4.7,6.6,9.4,15.0,21.8,22.0,22.3,18.0,18.3,22.5,22.3,17.6
764,PC,Y_GE15,T,EL42,8.3,12.3,14.6,15.2,15.4,21.3,20.1,14.9,17.4,16.0,16.9,13.7
765,PC,Y_GE15,T,EL43,6.4,9.0,12.0,15.8,22.3,24.9,24.0,24.2,22.6,17.7,13.4,11.7
766,PC,Y_GE15,T,EL51,8.8,11.1,14.5,20.2,22.8,26.8,24.2,23.4,22.8,19.5,15.9,16.2
767,PC,Y_GE15,T,EL52,8.4,10.1,13.7,19.7,26.2,30.2,28.7,26.0,24.5,22.9,20.7,19.6
768,PC,Y_GE15,T,EL53,12.5,12.4,15.4,23.1,29.7,31.6,27.6,30.7,31.3,29.1,27.0,24.5
769,PC,Y_GE15,T,EL54,9.9,11.2,12.6,16.5,22.5,27.4,26.8,24.5,24.3,24.8,20.1,16.4
770,PC,Y_GE15,T,EL61,8.3,9.2,12.1,16.8,22.6,25.4,25.4,26.9,25.5,20.6,18.3,18.5
771,PC,Y_GE15,T,EL62,8.3,9.5,14.6,14.1,14.7,18.1,21.4,19.0,16.0,19.6,15.9,12.3
772,PC,Y_GE15,T,EL63,9.9,9.7,11.9,17.6,25.6,28.4,28.7,28.5,29.8,26.3,24.1,24.1
773,PC,Y_GE15,T,EL64,8.5,10.5,12.5,19.0,27.9,28.2,26.8,25.8,25.0,20.8,18.9,17.2
774,PC,Y_GE15,T,EL65,7.0,7.9,9.6,13.8,19.2,21.9,23.4,22.3,19.2,16.8,14.4,12.0
775,PC,Y_GE15,T,ES11,8.6,12.4,15.3,17.3,20.5,22.0,21.7,19.3,17.2,15.7,13.3,11.8
776,PC,Y_GE15,T,ES12,8.5,13.4,15.9,17.8,21.8,24.1,21.1,19.1,17.6,13.7,13.6,14.2
777,PC,Y_GE15,T,ES13,7.2,12.0,13.7,15.3,17.8,20.4,19.4,17.6,14.9,13.6,10.7,10.3
778,PC,Y_GE15,T,ES21,6.6,11.3,10.7,12.4,15.6,16.6,16.3,14.8,12.6,11.3,10.0,9.2
779,PC,Y_GE15,T,ES22,6.8,10.8,11.9,13.0,16.2,17.9,15.7,13.8,12.5,10.2,10.0,8.2
780,PC,Y_GE15,T,ES23,7.9,12.6,14.1,17.2,20.6,20.0,18.2,15.4,13.5,12.0,10.4,10.0
781,PC,Y_GE15,T,ES24,7.3,13.1,15.0,17.1,18.7,21.4,20.2,16.3,14.7,11.6,10.6,10.0
782,PC,Y_GE15,T,ES30,8.6,13.9,15.8,16.3,18.5,19.8,18.7,17.1,15.7,13.3,12.2,10.6
783,PC,Y_GE15,T,ES41,9.6,14.0,15.8,16.9,19.8,21.7,20.8,18.3,15.8,14.1,12.1,11.6
784,PC,Y_GE15,T,ES42,11.7,18.9,21.2,23.1,28.6,30.0,29.0,26.3,23.5,20.8,18.2,16.2
785,PC,Y_GE15,T,ES43,15.4,20.6,23.0,25.1,33.1,33.9,29.8,29.1,27.5,26.2,23.6,21.5
786,PC,Y_GE15,T,ES51,8.9,16.2,17.7,19.2,22.5,23.1,20.3,18.6,15.7,13.4,11.5,11.0
787,PC,Y_GE15,T,ES52,12.0,20.8,22.9,24.0,27.2,28.0,25.8,22.8,20.6,18.2,15.6,14.1
788,PC,Y_GE15,T,ES53,10.2,17.9,20.1,21.9,23.2,22.3,20.0,17.3,13.9,12.4,11.5,11.7
789,PC,Y_GE15,T,ES61,17.7,25.2,27.8,30.1,34.4,36.2,34.8,31.5,28.9,25.5,23.0,21.2
790,PC,Y_GE15,T,ES62,12.4,20.3,22.9,25.0,27.6,29.0,26.6,24.6,19.8,18.0,16.8,14.7
791,PC,Y_GE15,T,ES63,17.4,18.5,23.9,27.7,37.0,34.8,31.9,27.6,24.9,22.4,29.0,25.8
792,PC,Y_GE15,T,ES64,20.0,23.5,22.8,22.4,26.9,32.5,28.4,34.0,30.8,27.6,25.8,27.0
793,PC,Y_GE15,T,ES70,17.2,26.0,28.6,29.3,32.6,33.7,32.4,29.1,26.1,23.5,20.1,20.5
794,PC,Y_GE15,T,FI19,6.5,9.0,9.0,8.3,8.2,8.5,8.7,9.8,9.4,9.3,7.4,6.4
795,PC,Y_GE15,T,FI1B,4.8,6.2,6.4,5.8,6.3,6.7,7.3,8.0,7.4,7.7,6.9,6.4
796,PC,Y_GE15,T,FI1C,6.2,8.1,9.1,8.5,7.5,8.4,9.4,10.0,9.1,8.5,7.4,6.3
797,PC,Y_GE15,T,FI1D,8.7,10.5,10.1,9.4,9.5,9.9,10.0,10.4,10.2,9.6,8.1,7.8
798,PC,Y_GE15,T,FI20,,,,,,,,,,,,
799,PC,Y_GE15,T,FR10,6.9,8.1,8.5,8.2,8.1,9.0,9.7,9.6,9.2,8.7,8.7,8.1
800,PC,Y_GE15,T,FRB0,5.5,6.7,7.0,8.3,10.8,10.6,9.5,10.7,9.9,8.5,8.3,8.2
801,PC,Y_GE15,T,FRC1,6.4,7.9,8.9,8.8,8.8,10.6,10.7,8.8,9.6,10.7,8.9,7.5
802,PC,Y_GE15,T,FRC2,6.9,8.9,8.2,7.9,9.0,9.5,9.9,9.3,8.1,6.9,7.3,8.1
803,PC,Y_GE15,T,FRD1,6.3,6.9,8.2,9.2,8.8,9.1,8.2,8.2,8.6,8.1,8.0,8.3
804,PC,Y_GE15,T,FRD2,8.4,10.0,9.7,8.9,10.9,11.6,11.9,10.6,11.5,11.3,9.3,9.8
805,PC,Y_GE15,T,FRE1,11.0,13.1,12.5,12.3,13.1,14.7,13.8,13.8,13.3,12.9,12.1,11.2
806,PC,Y_GE15,T,FRE2,7.2,10.3,11.4,9.0,10.6,11.5,11.6,10.8,11.5,10.0,9.2,9.0
807,PC,Y_GE15,T,FRF1,5.9,8.2,8.1,7.4,8.5,9.7,10.1,9.1,10.8,9.0,8.0,7.2
808,PC,Y_GE15,T,FRF2,7.5,9.2,9.2,10.3,10.7,10.5,11.4,13.0,11.3,9.6,8.8,9.1
809,PC,Y_GE15,T,FRF3,8.1,11.2,9.4,10.1,11.7,12.1,11.8,12.2,11.7,11.0,9.8,8.1
810,PC,Y_GE15,T,FRG0,6.1,7.6,8.5,8.5,8.4,8.8,8.6,9.1,8.9,7.1,7.8,7.5
811,PC,Y_GE15,T,FRH0,5.2,5.6,6.8,7.1,8.0,8.0,7.4,7.8,8.6,7.3,6.8,6.9
812,PC,Y_GE15,T,FRI1,7.1,8.3,8.1,9.0,9.4,8.9,9.1,9.7,10.0,10.1,9.3,9.1
813,PC,Y_GE15,T,FRI2,5.4,6.2,7.0,7.5,6.7,6.9,9.3,8.9,7.1,6.3,7.0,7.0
814,PC,Y_GE15,T,FRI3,7.0,8.4,7.7,8.1,8.3,9.9,10.9,9.8,9.0,9.1,8.7,8.1
815,PC,Y_GE15,T,FRJ1,9.4,13.3,13.7,11.9,15.0,12.9,12.3,13.0,11.9,12.3,11.7,10.3
816,PC,Y_GE15,T,FRJ2,6.1,8.7,7.8,8.1,8.3,8.6,9.1,8.6,8.5,7.2,7.7,6.8
817,PC,Y_GE15,T,FRK1,6.4,7.4,7.0,8.4,10.0,8.9,7.3,8.6,7.2,8.4,7.7,5.5
818,PC,Y_GE15,T,FRK2,6.3,8.4,8.1,7.7,8.0,8.4,8.8,9.1,8.1,7.2,7.3,7.0
819,PC,Y_GE15,T,FRL0,7.8,9.2,9.7,9.7,9.6,10.9,10.0,11.0,10.5,10.3,9.3,8.7
820,PC,Y_GE15,T,FRM0,7.9,,6.0,,7.9,12.3,9.8,11.9,8.3,9.8,5.0,6.4
821,PC,Y_GE15,T,FRY1,21.9,23.4,23.8,22.6,23.0,26.2,23.9,23.6,23.3,22.0,22.4,20.5
822,PC,Y_GE15,T,FRY2,22.3,21.8,21.0,20.8,21.0,22.8,19.4,17.9,17.1,17.5,17.2,14.9
823,PC,Y_GE15,T,FRY3,21.4,20.2,21.0,21.0,22.3,21.3,22.2,21.9,22.6,21.3,18.7,19.9
824,PC,Y_GE15,T,FRY4,24.4,27.1,28.9,29.6,28.6,28.9,26.4,23.5,21.8,22.4,23.9,21.3
825,PC,Y_GE15,T,FRY5,,,,,,19.4,20.3,25.3,29.7,29.6,35.1,30.1
826,PC,Y_GE15,T,HR03,8.7,9.6,11.1,13.3,14.8,15.0,17.2,16.8,14.2,10.9,9.4,6.4
827,PC,Y_GE15,T,HR04,8.5,9.0,11.9,13.9,16.5,18.3,17.3,15.9,12.6,11.4,8.0,6.7
828,PC,Y_GE15,T,HU10,4.5,6.5,8.9,9.0,9.5,,,,,,,
829,PC,Y_GE15,T,HU11,,,,,,8.5,6.0,5.1,4.3,2.9,3.1,2.5
830,PC,Y_GE15,T,HU12,,,,,,9.1,6.5,5.7,3.1,2.6,2.2,2.4
831,PC,Y_GE15,T,HU21,5.8,9.2,10.0,9.5,9.9,8.7,5.6,4.4,3.0,2.2,2.2,2.0
832,PC,Y_GE15,T,HU22,5.0,8.7,9.3,7.3,7.5,7.7,4.6,3.8,2.7,2.4,2.0,1.8
833,PC,Y_GE15,T,HU23,10.3,11.2,12.4,12.9,12.1,9.3,7.8,8.1,6.2,6.3,5.6,4.8
834,PC,Y_GE15,T,HU31,13.3,15.3,16.2,16.4,16.1,12.6,10.4,8.7,6.3,5.8,4.7,4.5
835,PC,Y_GE15,T,HU32,12.1,14.1,14.4,14.6,13.9,14.2,11.8,10.9,9.3,7.4,6.6,6.3
836,PC,Y_GE15,T,HU33,8.7,10.6,10.4,10.5,10.3,11.0,9.0,7.9,5.6,4.1,3.3,3.5
837,PC,Y_GE15,T,IE01,7.4,13.4,14.6,16.1,,,,,,,,
838,PC,Y_GE15,T,IE02,6.5,12.3,14.5,15.1,,,,,,,,
839,PC,Y_GE15,T,IE04,,,,,15.7,13.1,11.5,10.0,8.5,6.2,5.6,4.7
840,PC,Y_GE15,T,IE05,,,,,16.6,14.3,12.6,10.6,8.6,7.0,6.1,5.5
841,PC,Y_GE15,T,IE06,,,,,14.6,13.6,11.5,9.4,8.2,6.7,5.6,4.7
842,PC,Y_GE15,T,IS00,2.9,7.2,7.6,7.0,6.0,5.4,4.9,4.0,3.0,2.7,2.7,3.5
843,PC,Y_GE15,T,ITC1,5.1,6.8,7.5,7.6,9.2,10.5,11.3,10.2,9.3,9.1,8.2,7.6
844,PC,Y_GE15,T,ITC2,3.3,4.5,4.5,5.3,7.1,8.3,8.9,8.9,8.7,7.8,7.0,6.5
845,PC,Y_GE15,T,ITC3,5.4,5.8,6.6,6.4,8.1,9.8,10.8,9.2,9.7,9.5,9.9,9.6
846,PC,Y_GE15,T,ITC4,3.7,5.3,5.5,5.7,7.4,8.0,8.2,7.9,7.4,6.4,6.0,5.6
847,PC,Y_GE15,T,ITF1,6.6,8.0,8.7,8.6,10.8,11.3,12.6,12.6,12.1,11.7,10.8,11.2
848,PC,Y_GE15,T,ITF2,9.1,9.0,8.4,9.9,12.0,15.6,15.2,14.3,12.8,14.6,13.0,12.2
849,PC,Y_GE15,T,ITF3,12.5,12.9,13.9,15.4,19.2,21.5,21.7,19.8,20.4,20.9,20.4,20.0
850,PC,Y_GE15,T,ITF4,11.6,12.6,13.5,13.2,15.7,19.7,21.5,19.7,19.4,18.8,16.0,14.9
851,PC,Y_GE15,T,ITF5,11.0,11.2,12.9,11.9,14.5,15.2,14.7,13.7,13.3,12.8,12.5,10.8
852,PC,Y_GE15,T,ITF6,12.0,11.3,11.9,12.7,19.4,22.3,23.4,22.9,23.2,21.6,21.6,21.0
853,PC,Y_GE15,T,ITG1,13.7,13.8,14.6,14.3,18.4,21.0,22.2,21.4,22.1,21.5,21.5,20.0
854,PC,Y_GE15,T,ITG2,12.2,13.2,14.0,13.5,15.4,17.5,18.6,17.4,17.3,17.0,15.4,14.7
855,PC,Y_GE15,T,ITH1,2.3,2.9,2.7,3.3,4.1,4.4,4.4,3.8,3.7,3.1,2.9,2.9
856,PC,Y_GE15,T,ITH2,3.3,3.5,4.2,4.4,6.1,6.5,6.9,6.8,6.8,5.7,4.8,5.0
857,PC,Y_GE15,T,ITH3,3.4,4.7,5.7,4.9,6.4,7.6,7.5,7.1,6.8,6.3,6.4,5.6
858,PC,Y_GE15,T,ITH4,4.3,5.2,5.7,5.2,6.7,7.7,8.0,8.0,7.5,6.7,6.7,6.1
859,PC,Y_GE15,T,ITH5,3.2,4.7,5.6,5.2,7.0,8.4,8.3,7.7,6.9,6.5,5.9,5.5
